Date,Close,Ticker
1/2/2015 16:00:00,141.61,COST
1/5/2015 16:00:00,140,COST
1/6/2015 16:00:00,141.85,COST
1/7/2015 16:00:00,144.32,COST
1/8/2015 16:00:00,145.56,COST
1/9/2015 16:00:00,143.32,COST
1/12/2015 16:00:00,142.52,COST
1/13/2015 16:00:00,141.09,COST
1/14/2015 16:00:00,139.31,COST
1/15/2015 16:00:00,139.31,COST
1/16/2015 16:00:00,139.72,COST
1/20/2015 16:00:00,139.38,COST
1/21/2015 16:00:00,139.14,COST
1/22/2015 16:00:00,141.27,COST
1/23/2015 16:00:00,142.05,COST
1/26/2015 16:00:00,142.91,COST
1/27/2015 16:00:00,140.99,COST
1/28/2015 16:00:00,139.62,COST
1/29/2015 16:00:00,140.64,COST
1/30/2015 16:00:00,142.99,COST
2/2/2015 16:00:00,146,COST
2/3/2015 16:00:00,153.75,COST
2/4/2015 16:00:00,155.92,COST
2/5/2015 16:00:00,149.09,COST
2/6/2015 16:00:00,148.7,COST
2/9/2015 16:00:00,147.54,COST
2/10/2015 16:00:00,148.22,COST
2/11/2015 16:00:00,147.46,COST
2/12/2015 16:00:00,147.76,COST
2/13/2015 16:00:00,147.1,COST
2/17/2015 16:00:00,147.53,COST
2/18/2015 16:00:00,147.23,COST
2/19/2015 16:00:00,146.67,COST
2/20/2015 16:00:00,147.54,COST
2/23/2015 16:00:00,148.39,COST
2/24/2015 16:00:00,148.21,COST
2/25/2015 16:00:00,147.48,COST
2/26/2015 16:00:00,146.65,COST
2/27/2015 16:00:00,146.96,COST
3/2/2015 16:00:00,147.94,COST
3/3/2015 16:00:00,147.37,COST
3/4/2015 16:00:00,147.17,COST
3/5/2015 16:00:00,151.17,COST
3/6/2015 16:00:00,149.54,COST
3/9/2015 16:00:00,150.68,COST
3/10/2015 16:00:00,148.16,COST
3/11/2015 16:00:00,147.4,COST
3/12/2015 16:00:00,149.44,COST
3/13/2015 16:00:00,149.28,COST
3/16/2015 16:00:00,149.99,COST
3/17/2015 16:00:00,150.03,COST
3/18/2015 16:00:00,150.93,COST
3/19/2015 16:00:00,151.31,COST
3/20/2015 16:00:00,152.59,COST
3/23/2015 16:00:00,152.93,COST
3/24/2015 16:00:00,153.14,COST
3/25/2015 16:00:00,151.09,COST
3/26/2015 16:00:00,150.06,COST
3/27/2015 16:00:00,150.47,COST
3/30/2015 16:00:00,152.37,COST
3/31/2015 16:00:00,151.5,COST
4/1/2015 16:00:00,150.24,COST
4/2/2015 16:00:00,151.63,COST
4/6/2015 16:00:00,152.5,COST
4/7/2015 16:00:00,151.78,COST
4/8/2015 16:00:00,152,COST
4/9/2015 16:00:00,148.81,COST
4/10/2015 16:00:00,149.64,COST
4/13/2015 16:00:00,149.02,COST
4/14/2015 16:00:00,149.52,COST
4/15/2015 16:00:00,149.07,COST
4/16/2015 16:00:00,147.11,COST
4/17/2015 16:00:00,144.57,COST
4/20/2015 16:00:00,146.31,COST
4/21/2015 16:00:00,147.34,COST
4/22/2015 16:00:00,146.98,COST
4/23/2015 16:00:00,147.3,COST
4/24/2015 16:00:00,148.12,COST
4/27/2015 16:00:00,146.96,COST
4/28/2015 16:00:00,146.61,COST
4/29/2015 16:00:00,144.46,COST
4/30/2015 16:00:00,143.05,COST
5/1/2015 16:00:00,145.39,COST
5/4/2015 16:00:00,145.75,COST
5/5/2015 16:00:00,144.5,COST
5/6/2015 16:00:00,144.77,COST
5/7/2015 16:00:00,144.56,COST
5/8/2015 16:00:00,145.88,COST
5/11/2015 16:00:00,144.27,COST
5/12/2015 16:00:00,144.07,COST
5/13/2015 16:00:00,143.24,COST
5/14/2015 16:00:00,142.6,COST
5/15/2015 16:00:00,144.83,COST
5/18/2015 16:00:00,145.06,COST
5/19/2015 16:00:00,144.74,COST
5/20/2015 16:00:00,143.49,COST
5/21/2015 16:00:00,143.94,COST
5/22/2015 16:00:00,143.68,COST
5/26/2015 16:00:00,143.25,COST
5/27/2015 16:00:00,145.42,COST
5/28/2015 16:00:00,144.26,COST
5/29/2015 16:00:00,142.59,COST
6/1/2015 16:00:00,142.39,COST
6/2/2015 16:00:00,141.4,COST
6/3/2015 16:00:00,142.13,COST
6/4/2015 16:00:00,140.65,COST
6/5/2015 16:00:00,138.78,COST
6/8/2015 16:00:00,138.05,COST
6/9/2015 16:00:00,138.04,COST
6/10/2015 16:00:00,139.43,COST
6/11/2015 16:00:00,139.32,COST
6/12/2015 16:00:00,138.78,COST
6/15/2015 16:00:00,137.23,COST
6/16/2015 16:00:00,137.98,COST
6/17/2015 16:00:00,138.88,COST
6/18/2015 16:00:00,140.5,COST
6/19/2015 16:00:00,140.3,COST
6/22/2015 16:00:00,140.19,COST
6/23/2015 16:00:00,139.65,COST
6/24/2015 16:00:00,138.34,COST
6/25/2015 16:00:00,137.45,COST
6/26/2015 16:00:00,138.06,COST
6/29/2015 16:00:00,135.69,COST
6/30/2015 16:00:00,135.06,COST
7/1/2015 16:00:00,136.49,COST
7/2/2015 16:00:00,136.39,COST
7/6/2015 16:00:00,135.88,COST
7/7/2015 16:00:00,140.5,COST
7/8/2015 16:00:00,139.9,COST
7/9/2015 16:00:00,139.45,COST
7/10/2015 16:00:00,142.72,COST
7/13/2015 16:00:00,144.06,COST
7/14/2015 16:00:00,143.93,COST
7/15/2015 16:00:00,143.63,COST
7/16/2015 16:00:00,144.33,COST
7/17/2015 16:00:00,144.68,COST
7/20/2015 16:00:00,145.04,COST
7/21/2015 16:00:00,144.94,COST
7/22/2015 16:00:00,146.38,COST
7/23/2015 16:00:00,145.6,COST
7/24/2015 16:00:00,144.99,COST
7/27/2015 16:00:00,144.25,COST
7/28/2015 16:00:00,144.55,COST
7/29/2015 16:00:00,145.38,COST
7/30/2015 16:00:00,145.3,COST
7/31/2015 16:00:00,145.3,COST
8/3/2015 16:00:00,145.52,COST
8/4/2015 16:00:00,144.84,COST
8/5/2015 16:00:00,146.89,COST
8/6/2015 16:00:00,146.44,COST
8/7/2015 16:00:00,145.26,COST
8/10/2015 16:00:00,146.25,COST
8/11/2015 16:00:00,145.89,COST
8/12/2015 16:00:00,146.49,COST
8/13/2015 16:00:00,145.27,COST
8/14/2015 16:00:00,146.09,COST
8/17/2015 16:00:00,146.09,COST
8/18/2015 16:00:00,145.63,COST
8/19/2015 16:00:00,145.17,COST
8/20/2015 16:00:00,143.71,COST
8/21/2015 16:00:00,138.99,COST
8/24/2015 16:00:00,132.97,COST
8/25/2015 16:00:00,132.71,COST
8/26/2015 16:00:00,138.16,COST
8/27/2015 16:00:00,140.21,COST
8/28/2015 16:00:00,139.95,COST
8/31/2015 16:00:00,140.05,COST
9/1/2015 16:00:00,138.3,COST
9/2/2015 16:00:00,140.42,COST
9/3/2015 16:00:00,140.48,COST
9/4/2015 16:00:00,138.48,COST
9/8/2015 16:00:00,141.43,COST
9/9/2015 16:00:00,139.68,COST
9/10/2015 16:00:00,140.01,COST
9/11/2015 16:00:00,141.05,COST
9/14/2015 16:00:00,141.15,COST
9/15/2015 16:00:00,142.43,COST
9/16/2015 16:00:00,143.61,COST
9/17/2015 16:00:00,143.35,COST
9/18/2015 16:00:00,141.81,COST
9/21/2015 16:00:00,143.21,COST
9/22/2015 16:00:00,142.65,COST
9/23/2015 16:00:00,145.43,COST
9/24/2015 16:00:00,144.87,COST
9/25/2015 16:00:00,145.55,COST
9/28/2015 16:00:00,143.55,COST
9/29/2015 16:00:00,143.72,COST
9/30/2015 16:00:00,144.57,COST
10/1/2015 16:00:00,144.56,COST
10/2/2015 16:00:00,145.86,COST
10/5/2015 16:00:00,148.07,COST
10/6/2015 16:00:00,148.41,COST
10/7/2015 16:00:00,147.96,COST
10/8/2015 16:00:00,151.66,COST
10/9/2015 16:00:00,153.97,COST
10/12/2015 16:00:00,153.63,COST
10/13/2015 16:00:00,152.28,COST
10/14/2015 16:00:00,149.84,COST
10/15/2015 16:00:00,151.77,COST
10/16/2015 16:00:00,152.06,COST
10/19/2015 16:00:00,153.22,COST
10/20/2015 16:00:00,154.56,COST
10/21/2015 16:00:00,155.21,COST
10/22/2015 16:00:00,158.15,COST
10/23/2015 16:00:00,155.74,COST
10/26/2015 16:00:00,156.73,COST
10/27/2015 16:00:00,157.76,COST
10/28/2015 16:00:00,157.76,COST
10/29/2015 16:00:00,158.28,COST
10/30/2015 16:00:00,158.12,COST
11/2/2015 16:00:00,159.15,COST
11/3/2015 16:00:00,158.8,COST
11/4/2015 16:00:00,157.15,COST
11/5/2015 16:00:00,156.27,COST
11/6/2015 16:00:00,157.55,COST
11/9/2015 16:00:00,155.16,COST
11/10/2015 16:00:00,156.41,COST
11/11/2015 16:00:00,156.39,COST
11/12/2015 16:00:00,156,COST
11/13/2015 16:00:00,153.67,COST
11/16/2015 16:00:00,156.45,COST
11/17/2015 16:00:00,158.89,COST
11/18/2015 16:00:00,161.25,COST
11/19/2015 16:00:00,162.83,COST
11/20/2015 16:00:00,163.1,COST
11/23/2015 16:00:00,163.45,COST
11/24/2015 16:00:00,162.19,COST
11/25/2015 16:00:00,162.39,COST
11/27/2015 16:00:00,163.58,COST
11/30/2015 16:00:00,161.42,COST
12/1/2015 16:00:00,161.29,COST
12/2/2015 16:00:00,161.09,COST
12/3/2015 16:00:00,163.67,COST
12/4/2015 16:00:00,166.8,COST
12/7/2015 16:00:00,167.12,COST
12/8/2015 16:00:00,168.87,COST
12/9/2015 16:00:00,159.72,COST
12/10/2015 16:00:00,161.86,COST
12/11/2015 16:00:00,160.02,COST
12/14/2015 16:00:00,161.84,COST
12/15/2015 16:00:00,161.29,COST
12/16/2015 16:00:00,162.76,COST
12/17/2015 16:00:00,160.68,COST
12/18/2015 16:00:00,157.7,COST
12/21/2015 16:00:00,159.39,COST
12/22/2015 16:00:00,161.23,COST
12/23/2015 16:00:00,161.71,COST
12/24/2015 16:00:00,161.75,COST
12/28/2015 16:00:00,161.16,COST
12/29/2015 16:00:00,162.66,COST
12/30/2015 16:00:00,162.71,COST
12/31/2015 16:00:00,161.5,COST
1/4/2016 16:00:00,159.54,COST
1/5/2016 16:00:00,159.93,COST
1/6/2016 16:00:00,158.45,COST
1/7/2016 16:00:00,154.82,COST
1/8/2016 16:00:00,152.11,COST
1/11/2016 16:00:00,154.72,COST
1/12/2016 16:00:00,156.06,COST
1/13/2016 16:00:00,152.12,COST
1/14/2016 16:00:00,153.18,COST
1/15/2016 16:00:00,150.39,COST
1/19/2016 16:00:00,150.47,COST
1/20/2016 16:00:00,148.82,COST
1/21/2016 16:00:00,150.38,COST
1/22/2016 16:00:00,153.69,COST
1/25/2016 16:00:00,150.78,COST
1/26/2016 16:00:00,148.5,COST
1/27/2016 16:00:00,147.73,COST
1/28/2016 16:00:00,149.59,COST
1/29/2016 16:00:00,151.12,COST
2/1/2016 16:00:00,151.25,COST
2/2/2016 16:00:00,148.5,COST
2/3/2016 16:00:00,146.7,COST
2/4/2016 16:00:00,143.28,COST
2/5/2016 16:00:00,143.99,COST
2/8/2016 16:00:00,147.02,COST
2/9/2016 16:00:00,147.94,COST
2/10/2016 16:00:00,148.05,COST
2/11/2016 16:00:00,146.65,COST
2/12/2016 16:00:00,148.65,COST
2/16/2016 16:00:00,149.11,COST
2/17/2016 16:00:00,150.91,COST
2/18/2016 16:00:00,148.65,COST
2/19/2016 16:00:00,148.7,COST
2/22/2016 16:00:00,150.06,COST
2/23/2016 16:00:00,150.36,COST
2/24/2016 16:00:00,153.87,COST
2/25/2016 16:00:00,154.72,COST
2/26/2016 16:00:00,149.68,COST
2/29/2016 16:00:00,150.03,COST
3/1/2016 16:00:00,150.52,COST
3/2/2016 16:00:00,152.79,COST
3/3/2016 16:00:00,151.6,COST
3/4/2016 16:00:00,150.9,COST
3/7/2016 16:00:00,148.17,COST
3/8/2016 16:00:00,150.95,COST
3/9/2016 16:00:00,153.05,COST
3/10/2016 16:00:00,152.87,COST
3/11/2016 16:00:00,152.71,COST
3/14/2016 16:00:00,152.67,COST
3/15/2016 16:00:00,154.18,COST
3/16/2016 16:00:00,154.06,COST
3/17/2016 16:00:00,153.84,COST
3/18/2016 16:00:00,153.15,COST
3/21/2016 16:00:00,153.94,COST
3/22/2016 16:00:00,152.23,COST
3/23/2016 16:00:00,153.51,COST
3/24/2016 16:00:00,151.43,COST
3/28/2016 16:00:00,152.67,COST
3/29/2016 16:00:00,155.26,COST
3/30/2016 16:00:00,157.6,COST
3/31/2016 16:00:00,157.58,COST
4/1/2016 16:00:00,158.25,COST
4/4/2016 16:00:00,157.73,COST
4/5/2016 16:00:00,155.99,COST
4/6/2016 16:00:00,156.77,COST
4/7/2016 16:00:00,152.03,COST
4/8/2016 16:00:00,151.65,COST
4/11/2016 16:00:00,149.05,COST
4/12/2016 16:00:00,150.52,COST
4/13/2016 16:00:00,151.88,COST
4/14/2016 16:00:00,151.4,COST
4/15/2016 16:00:00,153.17,COST
4/18/2016 16:00:00,153.3,COST
4/19/2016 16:00:00,153.68,COST
4/20/2016 16:00:00,152.74,COST
4/21/2016 16:00:00,151.42,COST
4/22/2016 16:00:00,149.92,COST
4/25/2016 16:00:00,151.51,COST
4/26/2016 16:00:00,152.6,COST
4/27/2016 16:00:00,151.77,COST
4/28/2016 16:00:00,151.44,COST
4/29/2016 16:00:00,148.13,COST
5/2/2016 16:00:00,150.93,COST
5/3/2016 16:00:00,151.41,COST
5/4/2016 16:00:00,151.51,COST
5/5/2016 16:00:00,147.84,COST
5/6/2016 16:00:00,146.44,COST
5/9/2016 16:00:00,148.59,COST
5/10/2016 16:00:00,149.56,COST
5/11/2016 16:00:00,147.12,COST
5/12/2016 16:00:00,146.72,COST
5/13/2016 16:00:00,144.5,COST
5/16/2016 16:00:00,145.79,COST
5/17/2016 16:00:00,143.6,COST
5/18/2016 16:00:00,141.29,COST
5/19/2016 16:00:00,142.7,COST
5/20/2016 16:00:00,142.69,COST
5/23/2016 16:00:00,142.01,COST
5/24/2016 16:00:00,142.57,COST
5/25/2016 16:00:00,144.54,COST
5/26/2016 16:00:00,149.71,COST
5/27/2016 16:00:00,149.08,COST
5/31/2016 16:00:00,148.77,COST
6/1/2016 16:00:00,152.52,COST
6/2/2016 16:00:00,151.51,COST
6/3/2016 16:00:00,151.71,COST
6/6/2016 16:00:00,152.24,COST
6/7/2016 16:00:00,152.62,COST
6/8/2016 16:00:00,153.37,COST
6/9/2016 16:00:00,154.05,COST
6/10/2016 16:00:00,154.87,COST
6/13/2016 16:00:00,154.95,COST
6/14/2016 16:00:00,155.87,COST
6/15/2016 16:00:00,154.86,COST
6/16/2016 16:00:00,156.42,COST
6/17/2016 16:00:00,155.89,COST
6/20/2016 16:00:00,156.48,COST
6/21/2016 16:00:00,157.2,COST
6/22/2016 16:00:00,158.12,COST
6/23/2016 16:00:00,157.03,COST
6/24/2016 16:00:00,155.56,COST
6/27/2016 16:00:00,154.26,COST
6/28/2016 16:00:00,155.6,COST
6/29/2016 16:00:00,157.08,COST
6/30/2016 16:00:00,157.04,COST
7/1/2016 16:00:00,156.11,COST
7/5/2016 16:00:00,155.25,COST
7/6/2016 16:00:00,156.01,COST
7/7/2016 16:00:00,163.7,COST
7/8/2016 16:00:00,165.44,COST
7/11/2016 16:00:00,166.72,COST
7/12/2016 16:00:00,166.28,COST
7/13/2016 16:00:00,166.78,COST
7/14/2016 16:00:00,166.94,COST
7/15/2016 16:00:00,166.41,COST
7/18/2016 16:00:00,167.51,COST
7/19/2016 16:00:00,168.12,COST
7/20/2016 16:00:00,168.04,COST
7/21/2016 16:00:00,167.05,COST
7/22/2016 16:00:00,167.47,COST
7/25/2016 16:00:00,167.97,COST
7/26/2016 16:00:00,167.57,COST
7/27/2016 16:00:00,166.15,COST
7/28/2016 16:00:00,166.35,COST
7/29/2016 16:00:00,167.22,COST
8/1/2016 16:00:00,167.56,COST
8/2/2016 16:00:00,166.5,COST
8/3/2016 16:00:00,166.12,COST
8/4/2016 16:00:00,166.55,COST
8/5/2016 16:00:00,167.7,COST
8/8/2016 16:00:00,167.4,COST
8/9/2016 16:00:00,167.86,COST
8/10/2016 16:00:00,168.29,COST
8/11/2016 16:00:00,167.88,COST
8/12/2016 16:00:00,169.04,COST
8/15/2016 16:00:00,168.73,COST
8/16/2016 16:00:00,168.41,COST
8/17/2016 16:00:00,167.96,COST
8/18/2016 16:00:00,167.75,COST
8/19/2016 16:00:00,168.02,COST
8/22/2016 16:00:00,167.94,COST
8/23/2016 16:00:00,167.36,COST
8/24/2016 16:00:00,167.57,COST
8/25/2016 16:00:00,164.86,COST
8/26/2016 16:00:00,163.93,COST
8/29/2016 16:00:00,163.98,COST
8/30/2016 16:00:00,161.96,COST
8/31/2016 16:00:00,162.09,COST
9/1/2016 16:00:00,156.21,COST
9/2/2016 16:00:00,157.98,COST
9/6/2016 16:00:00,158.06,COST
9/7/2016 16:00:00,155.64,COST
9/8/2016 16:00:00,153.47,COST
9/9/2016 16:00:00,150.7,COST
9/12/2016 16:00:00,151.69,COST
9/13/2016 16:00:00,150.74,COST
9/14/2016 16:00:00,150.69,COST
9/15/2016 16:00:00,152.67,COST
9/16/2016 16:00:00,152.35,COST
9/19/2016 16:00:00,151.79,COST
9/20/2016 16:00:00,152.17,COST
9/21/2016 16:00:00,152.7,COST
9/22/2016 16:00:00,153.15,COST
9/23/2016 16:00:00,152.53,COST
9/26/2016 16:00:00,151.19,COST
